,username,link,id,shortcode,display_url,tracking_token,taken_at_timestamp,is_video,text,like_count,loc_id,loc_name
10,choiza11,https://www.instagram.com/p/BZLKn3xlC_s/,1606424412500013036,BZLKn3xlC_s,https://scontent-icn1-1.cdninstagram.com/vp/d817e2733258ceebfcfadb4e1a8d0815/5E37A4F0/t51.2885-15/e35/21820014_1996023104013692_5012003152535224320_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=108,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMDE4MTgzZGY4ZWZhNGU4OWIwNDdiZjFkYWUzNmU2MWIxNjA2NDI0NDEyNTAwMDEzMDM2In0sInNpZ25hdHVyZSI6IiJ9,1505720734,False,🌊,8840,243573909,기장 연화리
11,choiza11,https://www.instagram.com/p/BmD5-xnjliU/,1838568075432974484,BmD5-xnjliU,https://scontent-icn1-1.cdninstagram.com/vp/e81efce963f045416f5104e6dbc0da7a/5E22F92F/t51.2885-15/e35/37391951_642669982771620_6505858572688031744_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=100,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiZTEzMmQ3NjE4NjJjNGY0OWJiMzVhMGNmZmViZTVjMjIxODM4NTY4MDc1NDMyOTc0NDg0In0sInNpZ25hdHVyZSI6IiJ9,1533394415,False,2018 gs25 music & beer festival,3507,275187912563020,Kintex Korea
12,choiza11,https://www.instagram.com/p/BkIUwwAjDq_/,1803782961775786687,BkIUwwAjDq_,https://scontent-icn1-1.cdninstagram.com/vp/dde3a5dd0ca68559fdaac88a52a3b0b6/5E37040A/t51.2885-15/e35/34091538_1548836548572412_7058629015531159552_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=104,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNDE5MTZkNmM0NmUzNDNiNzg4YTg5OGVhODEyZTE4NjQxODAzNzgyOTYxNzc1Nzg2Njg3In0sInNpZ25hdHVyZSI6IiJ9,1529247707,False,"[Yankie]
Yankie, Jeian '11516'
2018. 06. 20. 6PM

#Yankie #얀키 #Jeian #재이안 #11516 #20180620_6PM",1879,,
13,choiza11,https://www.instagram.com/p/BjJ78suD-4_/,1786222383159307839,BjJ78suD-4_,https://scontent-icn1-1.cdninstagram.com/vp/575ccbddb4404eaafedc4a4570aa4282/5E3CF746/t51.2885-15/e35/32164113_379631045859000_5820563422118412288_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=100,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNmFmYmUwMzY4MTE1NGRiYzk3ZmVlOWE4ODMzN2JjN2QxNzg2MjIyMzgzMTU5MzA3ODM5In0sInNpZ25hdHVyZSI6IiJ9,1527154322,False,계열별 상위 1프로,7597,1750074,의정부 평양면옥
14,choiza11,https://www.instagram.com/p/BK7WafTB1ql/,1349771090662480549,BK7WafTB1ql,https://scontent-icn1-1.cdninstagram.com/vp/053f04ef64de8ecac47a8f482ca2ad5d/5E365491/t51.2885-15/e35/14504694_310301279346124_8514490596637802496_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=104,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYzc2ZWNhNmI5ZTU5NDM1OWIzNmZmNmQ1YmE5ZmUxMmYxMzQ5NzcxMDkwNjYyNDgwNTQ5In0sInNpZ25hdHVyZSI6IiJ9,1475125274,False,"🎣 on the boat 
#jaehos #농어낚시 #안면도",1851,978364229,태안 영목항
15,choiza11,https://www.instagram.com/p/BV9_MitDIbA/,1548671785712256704,BV9_MitDIbA,https://scontent-icn1-1.cdninstagram.com/vp/21a0bfe1c158a18b49a5a32120cce345/5E303213/t51.2885-15/e35/19534137_426296694419059_7259551756051283968_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=107,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYjEwZDRkMmNjMmUzNDc0Mjk3ZjQ2ZDAzY2U4OTNlNjkxNTQ4NjcxNzg1NzEyMjU2NzA0In0sInNpZ25hdHVyZSI6IiJ9,1498836085,False,Smtm6 NY,7975,,
16,choiza11,https://www.instagram.com/p/BU8jBuvDbIR/,1530252023928042001,BU8jBuvDbIR,https://scontent-icn1-1.cdninstagram.com/vp/ac1b33d35be56fc3eb600418cbc0e2cf/5E182F0C/t51.2885-15/e35/18879499_414521888932216_7690207770338918400_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=104,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiODFjZDc4ZjJlNzY5NDAzNjhlMWE5ODMyMGM0OGEwZGYxNTMwMjUyMDIzOTI4MDQyMDAxIn0sInNpZ25hdHVyZSI6IiJ9,1496640278,False,닭칼국수,3712,542268,일산 칼국수
17,choiza11,https://www.instagram.com/p/BkzgO7qD3sY/,1815936838377896728,BkzgO7qD3sY,https://scontent-icn1-1.cdninstagram.com/vp/f16616bec42c9f20a61bb999e2c3e8d6/5E0471DF/t51.2885-15/e35/35574821_1981707505187087_1174964702699061248_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=111,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYTQ4Y2ZiN2EzYWZiNGJhYWFlZDkxMThjMWFmNmZiZDcxODE1OTM2ODM4Mzc3ODk2NzI4In0sInNpZ25hdHVyZSI6IiJ9,1530696562,False,"[Crush]
2018.07.13. 6PM
_
#크러쉬 #Crush #COMEBACK #20180713 #6pm",2332,,
18,choiza11,https://www.instagram.com/p/BhrTVqyjGCo/,1759585131356250280,BhrTVqyjGCo,https://scontent-icn1-1.cdninstagram.com/vp/6121053b861da199680414f4cd5f89fe/5E382A3A/t51.2885-15/e35/30086345_1728940720525563_1983303553833238528_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=103,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiODlkMmE5ZmU0ZDliNGY0ZjhkOTE2NTJhMzMwZjNlNjgxNzU5NTg1MTMxMzU2MjUwMjgwIn0sInNpZ25hdHVyZSI6IiJ9,1523978915,False,이 시간에 이정도면 사치다,9610,2648104,우연국수
19,choiza11,https://www.instagram.com/p/BtfQ2GdHivq/,1972369248338455530,BtfQ2GdHivq,https://scontent-icn1-1.cdninstagram.com/vp/9dada67435eac535cca6d4551d08d5fc/5D88BD87/t51.2885-15/e15/51183429_287918098561724_6829335191759211794_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=108,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMzg4ZDIwMzIyYWFjNDAwYzhlNWJjMTVlM2JiNWQwMzgxOTcyMzY5MjQ4MzM4NDU1NTMwIn0sInNpZ25hdHVyZSI6IiJ9,1549344774,True,새해복!,3015,,
20,choiza11,https://www.instagram.com/p/BVzBjTJjk3s/,1545585920907824620,BVzBjTJjk3s,https://scontent-icn1-1.cdninstagram.com/vp/64762bb2a0d66cc5da792e882b4ffed3/5D8950AA/t51.2885-15/e15/19533905_314716218974917_735954139502084096_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=101,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYTBkNTAxZWU5ZmViNDBkN2JkY2EyYjNiMGZhODFjMDcxNTQ1NTg1OTIwOTA3ODI0NjIwIn0sInNpZ25hdHVyZSI6IiJ9,1498468221,True,"[Crush]
Outside 
1. Summer Love
2. Outside (Feat. Beenzino) *title track*
3. Don't be shy (Feat. Sik-K)
2017.06.30. 6PM

#Crush #크러쉬 #Outside #아웃사이드 #SummerLove #써머러브 #Beenzino #빈지노 #Dontbeshy #SikK #식케이 #20170630_6PM",1669,250514075,아메바컬쳐
21,choiza11,https://www.instagram.com/p/Bry26N7n0Ia/,1941855884550291994,Bry26N7n0Ia,https://scontent-icn1-1.cdninstagram.com/vp/53bedf9ffe94334a5c04d33dd914b9de/5E3CB4A5/t51.2885-15/e35/47581766_2109835132660250_3002053757755677443_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=102,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNjRiNWY3Mjk3NjA4NGRiYzlmZDZjMGI4YmQ2MGZhMmUxOTQxODU1ODg0NTUwMjkxOTk0In0sInNpZ25hdHVyZSI6IiJ9,1545707282,False,Merry Christmas!,10939,584702925317017,빨간떡볶이
22,choiza11,https://www.instagram.com/p/BI7QPS5BcYg/,1313715136128992800,BI7QPS5BcYg,https://scontent-icn1-1.cdninstagram.com/vp/e22f71ac411e428adb5b773938dd45ed/5E391EB0/t51.2885-15/e35/13735894_566906480163501_1024000221_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=109,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNjExN2E0NzRmMTY0NGZiMGFjOTI3MmY3Yjc5NDIxMTIxMzEzNzE1MTM2MTI4OTkyODAwIn0sInNpZ25hdHVyZSI6IiJ9,1470827069,False,같이먹기로 했는데 윤성이가 벌써 시작한듯... 볼때마다 줄어 창욱아,1506,698628497,가로수길
23,choiza11,https://www.instagram.com/p/BPnC64lhUMp/,1434127848922497833,BPnC64lhUMp,https://scontent-icn1-1.cdninstagram.com/vp/93546edd98fe8125004b11059fcf4355/5E33E854/t51.2885-15/e35/16110669_1854837254795842_7758231350703816704_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=110,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNzZiMDdiZTVhNGMyNGFmYWIyYTA5ZGI4NDdlMTY4MjAxNDM0MTI3ODQ4OTIyNDk3ODMzIn0sInNpZ25hdHVyZSI6IiJ9,1485181383,False,"목소리 정말 땡땡한 매력보컬 첸과 열심히 작업한 ""기다렸다 가"" 이제 곧 나와요! 
#기다렸다가 #다듀 #첸 #편곡천재philtre",7479,,
24,choiza11,https://www.instagram.com/p/BYIqhLejg0C/,1587705866668084482,BYIqhLejg0C,https://scontent-icn1-1.cdninstagram.com/vp/4034d78b9294f066aef2e31107fe8948/5E357459/t51.2885-15/e35/20986834_1439415756107720_7781621764072669184_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=108,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiZTU3NmM2NjZmZWU3NDk0OGI0M2QxY2EyNTY2YzcyZjMxNTg3NzA1ODY2NjY4MDg0NDgyIn0sInNpZ25hdHVyZSI6IiJ9,1503489310,False,@cosmopolitankorea,8182,,
25,choiza11,https://www.instagram.com/p/BzsLxS5nF9k/,2084092493625581412,BzsLxS5nF9k,https://scontent-icn1-1.cdninstagram.com/vp/4a7d1cf4eb78b51b6bd4663b5c302f52/5E20C2C0/t51.2885-15/e35/s1080x1080/66093435_697282764077353_2825919401193399435_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=101,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMGRmNDQyZDdhMTM5NDFiNzg1YTZkMTQ2YmEzY2JiODIyMDg0MDkyNDkzNjI1NTgxNDEyIn0sInNpZ25hdHVyZSI6IiJ9,1562663207,False,"나왔뜨아!! 최자로드 위를 달리는 행주와 미연 좋아요 ㅎ [Hangzoo] 💡
행주 ✖️ 미연 of (여자)아이들
'Cart' Out Now 🛒
_
#행주 #Hangzoo #미연 #MIYEON #여자아이들 #G_I_DLE #Cart
#코드쉐어 #CodeShare #열일하는리듬파워 #최자로드",1227,,
26,choiza11,https://www.instagram.com/p/BbrosQKDIW2/,1651592651227301302,BbrosQKDIW2,https://scontent-icn1-1.cdninstagram.com/vp/1d3206455b53d56f370d0e19a1958707/5E384A6D/t51.2885-15/e35/23733782_1752469284765641_5752918095228305408_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=105,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMzljNjcwYWMwMzMyNGVkNzgwNGFiMTcyYWQ1YjBhYzMxNjUxNTkyNjUxMjI3MzAxMzAyIn0sInNpZ25hdHVyZSI6IiJ9,1511105208,False,아... 기름 맛 너무 좋아,8673,13908503,해성막창
27,choiza11,https://www.instagram.com/p/BIUmVU0B1II/,1302834783441080840,BIUmVU0B1II,https://scontent-icn1-1.cdninstagram.com/vp/7afa9399802956043a2da2be693b138f/5E1A7E56/t51.2885-15/e35/13696782_863363313769504_1150468621_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=104,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNzcyZGM2NWIyZDJjNDViOTlmOTUzZDMwMGVjNDNjMDExMzAyODM0NzgzNDQxMDgwODQwIn0sInNpZ25hdHVyZSI6IiJ9,1469530030,False,"#DDDD 서울공연진짜핵존잼ㅜㅜ 너무 즐거웠습니다

#amoebaculture  #djfriz #wrkms #monsterwoofam #wooandtres #yankie #primary #crush #jessi #beenzino #20160724",1917,,
28,choiza11,https://www.instagram.com/p/BlKvZ1KnHC1/,1822477482484068533,BlKvZ1KnHC1,https://scontent-icn1-1.cdninstagram.com/vp/2e2b09f74580dd0a51089a69ac35706f/5D88BB88/t51.2885-15/fr/e15/s1080x1080/36652025_878365849018917_1501677410297315328_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=109,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYmIxZTExOWViMzgyNDAyN2E1OGQ1MzJlNGZhMWJkYTkxODIyNDc3NDgyNDg0MDY4NTMzIn0sInNpZ25hdHVyZSI6IiJ9,1531476330,True,"일이 커지고 있습니다.

#최자로드",5983,,
29,choiza11,https://www.instagram.com/p/BwO7gZ0ne8a/,2021814994229653274,BwO7gZ0ne8a,https://scontent-icn1-1.cdninstagram.com/vp/c7f48d2c1a1021713912a5f0effcb569/5E3A3744/t51.2885-15/e35/s1080x1080/54800423_167343707593091_3631299046596406105_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=111,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiZjdiNDZiZDU1ZDcwNDdiNDg2NjJmZjJmNjM1NDU2YWQyMDIxODE0OTk0MjI5NjUzMjc0In0sInNpZ25hdHVyZSI6IiJ9,1555239150,False,"육즙 질질 흘리면서 우걱우걱 씹었다. 소고기급 가격에 걸맞은 맛

#긴조히레카츠",7499,237838726,안즈
30,choiza11,https://www.instagram.com/p/BEJOfw4NGHc/,1227576128872669660,BEJOfw4NGHc,https://scontent-icn1-1.cdninstagram.com/vp/7f32bc27a9fc62715286b414a83e6455/5E193741/t51.2885-15/e35/12976205_987538998006966_1448912378_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=106,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNGFiODJkZGViZDg2NGZiOWJkOTA2YjlhYzg5NmE3ZDAxMjI3NTc2MTI4ODcyNjY5NjYwIn0sInNpZ25hdHVyZSI6IiJ9,1460558499,False,요리하는남자,2580,,
31,choiza11,https://www.instagram.com/p/BPNb28vhEgl/,1426919180275566629,BPNb28vhEgl,https://scontent-icn1-1.cdninstagram.com/vp/33e538d948873dc269cb0a7cdcff1da3/5E181893/t51.2885-15/e35/15877005_1826315034249654_151508514714419200_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=106,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMTAxOGM0OTNlNjJlNDdjZmFlNGIxM2JjYmFjOTc2MTkxNDI2OTE5MTgwMjc1NTY2NjI5In0sInNpZ25hdHVyZSI6IiJ9,1484322043,False,내사랑 김윤성 생일 축하해!,3889,,
32,choiza11,https://www.instagram.com/p/B2nl8lvHjDG/,2136843439619059910,B2nl8lvHjDG,https://scontent-icn1-1.cdninstagram.com/vp/56b45b968068e6fd23719ec3186ce7a9/5E191422/t51.2885-15/e35/s1080x1080/71048107_727614571088528_2443113132786833194_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=108,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiODE0Yjk1ZjZjNzI5NGMxNzkyNjQzZjQ0MDk3MzVlZTYyMTM2ODQzNDM5NjE5MDU5OTEwIn0sInNpZ25hdHVyZSI6IiJ9,1568951610,False,첫 끼는 첫 라멘,4014,158066118220916,세상끝의라멘
33,choiza11,https://www.instagram.com/p/BDFE5wYtGLY/,1208393636169147096,BDFE5wYtGLY,https://scontent-icn1-1.cdninstagram.com/vp/307091e034e7d8681ac946820be6b5fb/5D893EF2/t51.2885-15/e15/12826297_1287669774581442_1092645961_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com&_nc_cat=106,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNTA2MjIwNTM0ZTUwNGFkNzlhMjIwMzkxN2U1MDVlMjgxMjA4MzkzNjM2MTY5MTQ3MDk2In0sInNpZ25hdHVyZSI6IiJ9,1458271768,True,"살아있다는건 정말행복하다. 다들 너무고맙고 사랑해요! #Repost @_mymusictaste with @repostapp.
・・・
Happy birthday dear Choiza~~❤️🎁🎂 #WeLoveChoiza #happybirthdaychoiza #HappyChoizaDay #다이나믹듀오 #다듀 #mymusictaste #mmtmoments @choiza11 @gaekogeem",1122,11175,Granada Theater
